id,category,variant_name,type,pattern,scenario,impact,example
9696,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 496,Non-standard return values,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #496: Non-standard return values caused by Mint/burn do not update totalSupply. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9697,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 497,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #497: Missing events caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9698,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 498,Incorrect allowance handling,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #498: Incorrect allowance handling caused by approve() race condition not mitigated. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,NFT contract not checking onERC721Received for contracts.
9699,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 499,Broken totalSupply accounting,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #499: Broken totalSupply accounting caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9700,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 500,Broken totalSupply accounting,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #500: Broken totalSupply accounting caused by approve() race condition not mitigated. Exploited to inconsistent balances.,Inconsistent balances,ERC20 that allows spending without sufficient allowance decrease.
9701,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 501,Incorrect allowance handling,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #501: Incorrect allowance handling caused by transferFrom() does not decrease allowance. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9702,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 502,Incorrect allowance handling,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #502: Incorrect allowance handling caused by transfer() returns no bool. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9703,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 503,Broken totalSupply accounting,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #503: Broken totalSupply accounting caused by transferFrom() does not decrease allowance. Exploited to inconsistent balances.,Inconsistent balances,ERC20 that allows spending without sufficient allowance decrease.
9704,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 504,Incorrect allowance handling,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #504: Incorrect allowance handling caused by onERC721Received not implemented correctly. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9705,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 505,Transfer hook misuse,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #505: Transfer hook misuse caused by approve() race condition not mitigated. Exploited to inconsistent balances.,Inconsistent balances,NFT contract not checking onERC721Received for contracts.
9706,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 506,Non-standard return values,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #506: Non-standard return values caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9707,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 507,Transfer hook misuse,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #507: Transfer hook misuse caused by transfer() returns no bool. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9708,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 508,Missing events,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #508: Missing events caused by approve() race condition not mitigated. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9709,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 509,Missing events,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #509: Missing events caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9710,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 510,Non-standard return values,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #510: Non-standard return values caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9711,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 511,Missing events,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #511: Missing events caused by transferFrom() does not decrease allowance. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9712,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 512,Non-standard return values,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #512: Non-standard return values caused by transfer() returns no bool. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9713,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 513,Non-standard return values,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #513: Non-standard return values caused by Mint/burn do not update totalSupply. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9714,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 514,Transfer hook misuse,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #514: Transfer hook misuse caused by transferFrom() does not decrease allowance. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9715,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 515,Incorrect allowance handling,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #515: Incorrect allowance handling caused by Mint/burn do not update totalSupply. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9716,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 516,Transfer hook misuse,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #516: Transfer hook misuse caused by transfer() returns no bool. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9717,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 517,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #517: Missing events caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9718,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 518,Incorrect allowance handling,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #518: Incorrect allowance handling caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9719,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 519,Broken totalSupply accounting,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #519: Broken totalSupply accounting caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9720,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 520,Transfer hook misuse,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #520: Transfer hook misuse caused by transfer() returns no bool. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9721,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 521,Missing events,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #521: Missing events caused by Mint/burn do not update totalSupply. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9722,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 522,Transfer hook misuse,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #522: Transfer hook misuse caused by Mint/burn do not update totalSupply. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9723,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 523,Non-standard return values,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #523: Non-standard return values caused by transferFrom() does not decrease allowance. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9724,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 524,Non-standard return values,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #524: Non-standard return values caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9725,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 525,Missing events,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #525: Missing events caused by Mint/burn do not update totalSupply. Exploited to inconsistent balances.,Inconsistent balances,NFT contract not checking onERC721Received for contracts.
9726,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 526,Broken totalSupply accounting,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #526: Broken totalSupply accounting caused by transferFrom() does not decrease allowance. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,NFT contract not checking onERC721Received for contracts.
9727,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 527,Non-standard return values,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #527: Non-standard return values caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9728,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 528,Incorrect allowance handling,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #528: Incorrect allowance handling caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9729,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 529,Broken totalSupply accounting,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #529: Broken totalSupply accounting caused by transferFrom() does not decrease allowance. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9730,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 530,Missing events,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #530: Missing events caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9731,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 531,Incorrect allowance handling,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #531: Incorrect allowance handling caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9732,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 532,Non-standard return values,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #532: Non-standard return values caused by onERC721Received not implemented correctly. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,Token returning true on failure.
9733,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 533,Broken totalSupply accounting,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #533: Broken totalSupply accounting caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9734,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 534,Transfer hook misuse,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #534: Transfer hook misuse caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9735,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 535,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #535: Missing events caused by onERC721Received not implemented correctly. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9736,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 536,Missing events,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #536: Missing events caused by Mint/burn do not update totalSupply. Exploited to inconsistent balances.,Inconsistent balances,Token returning true on failure.
9737,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 537,Transfer hook misuse,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #537: Transfer hook misuse caused by transferFrom() does not decrease allowance. Exploited to inconsistent balances.,Inconsistent balances,Token returning true on failure.
9738,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 538,Incorrect allowance handling,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #538: Incorrect allowance handling caused by Mint/burn do not update totalSupply. Exploited to inconsistent balances.,Inconsistent balances,ERC20 that allows spending without sufficient allowance decrease.
9739,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 539,Incorrect allowance handling,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #539: Incorrect allowance handling caused by onERC721Received not implemented correctly. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,Token returning true on failure.
9740,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 540,Broken totalSupply accounting,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #540: Broken totalSupply accounting caused by Mint/burn do not update totalSupply. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9741,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 541,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #541: Missing events caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9742,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 542,Non-standard return values,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #542: Non-standard return values caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9743,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 543,Missing events,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #543: Missing events caused by transferFrom() does not decrease allowance. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,NFT contract not checking onERC721Received for contracts.
9744,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 544,Transfer hook misuse,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #544: Transfer hook misuse caused by transferFrom() does not decrease allowance. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9745,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 545,Incorrect allowance handling,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #545: Incorrect allowance handling caused by transfer() returns no bool. Exploited to inconsistent balances.,Inconsistent balances,NFT contract not checking onERC721Received for contracts.
9746,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 546,Non-standard return values,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #546: Non-standard return values caused by Mint/burn do not update totalSupply. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9747,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 547,Non-standard return values,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #547: Non-standard return values caused by transferFrom() does not decrease allowance. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9748,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 548,Incorrect allowance handling,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #548: Incorrect allowance handling caused by Mint/burn do not update totalSupply. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,Token returning true on failure.
9749,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 549,Broken totalSupply accounting,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #549: Broken totalSupply accounting caused by onERC721Received not implemented correctly. Exploited to inconsistent balances.,Inconsistent balances,NFT contract not checking onERC721Received for contracts.
9750,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 550,Incorrect allowance handling,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #550: Incorrect allowance handling caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9751,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 551,Non-standard return values,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #551: Non-standard return values caused by approve() race condition not mitigated. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,Token returning true on failure.
9752,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 552,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #552: Missing events caused by onERC721Received not implemented correctly. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,NFT contract not checking onERC721Received for contracts.
9753,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 553,Broken totalSupply accounting,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #553: Broken totalSupply accounting caused by transferFrom() does not decrease allowance. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,NFT contract not checking onERC721Received for contracts.
9754,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 554,Non-standard return values,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #554: Non-standard return values caused by Mint/burn do not update totalSupply. Exploited to inconsistent balances.,Inconsistent balances,NFT contract not checking onERC721Received for contracts.
9755,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 555,Missing events,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #555: Missing events caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9756,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 556,Incorrect allowance handling,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #556: Incorrect allowance handling caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9757,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 557,Incorrect allowance handling,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #557: Incorrect allowance handling caused by Mint/burn do not update totalSupply. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9758,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 558,Incorrect allowance handling,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #558: Incorrect allowance handling caused by approve() race condition not mitigated. Exploited to inconsistent balances.,Inconsistent balances,ERC20 that allows spending without sufficient allowance decrease.
9759,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 559,Broken totalSupply accounting,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #559: Broken totalSupply accounting caused by transfer() returns no bool. Exploited to inconsistent balances.,Inconsistent balances,Token returning true on failure.
9760,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 560,Transfer hook misuse,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #560: Transfer hook misuse caused by Mint/burn do not update totalSupply. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,Token returning true on failure.
9761,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 561,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #561: Missing events caused by onERC721Received not implemented correctly. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9762,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 562,Broken totalSupply accounting,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #562: Broken totalSupply accounting caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9763,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 563,Non-standard return values,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #563: Non-standard return values caused by Mint/burn do not update totalSupply. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9764,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 564,Non-standard return values,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #564: Non-standard return values caused by transfer() returns no bool. Exploited to inconsistent balances.,Inconsistent balances,Token returning true on failure.
9765,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 565,Broken totalSupply accounting,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #565: Broken totalSupply accounting caused by transferFrom() does not decrease allowance. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9766,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 566,Incorrect allowance handling,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #566: Incorrect allowance handling caused by transferFrom() does not decrease allowance. Exploited to inconsistent balances.,Inconsistent balances,Token returning true on failure.
9767,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 567,Missing events,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #567: Missing events caused by approve() race condition not mitigated. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,Token returning true on failure.
9768,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 568,Transfer hook misuse,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #568: Transfer hook misuse caused by transferFrom() does not decrease allowance. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9769,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 569,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #569: Missing events caused by onERC721Received not implemented correctly. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9770,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 570,Broken totalSupply accounting,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #570: Broken totalSupply accounting caused by Mint/burn do not update totalSupply. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9771,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 571,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #571: Missing events caused by onERC721Received not implemented correctly. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9772,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 572,Non-standard return values,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #572: Non-standard return values caused by approve() race condition not mitigated. Exploited to inconsistent balances.,Inconsistent balances,Token returning true on failure.
9773,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 573,Non-standard return values,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #573: Non-standard return values caused by approve() race condition not mitigated. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9774,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 574,Non-standard return values,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #574: Non-standard return values caused by Mint/burn do not update totalSupply. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9775,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 575,Non-standard return values,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #575: Non-standard return values caused by transfer() returns no bool. Exploited to inconsistent balances.,Inconsistent balances,NFT contract not checking onERC721Received for contracts.
9776,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 576,Transfer hook misuse,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #576: Transfer hook misuse caused by transferFrom() does not decrease allowance. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,Token returning true on failure.
9777,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 577,Incorrect allowance handling,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #577: Incorrect allowance handling caused by onERC721Received not implemented correctly. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9778,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 578,Incorrect allowance handling,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #578: Incorrect allowance handling caused by onERC721Received not implemented correctly. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9779,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 579,Non-standard return values,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #579: Non-standard return values caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,Token returning true on failure.
9780,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 580,Transfer hook misuse,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #580: Transfer hook misuse caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9781,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 581,Missing events,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #581: Missing events caused by Mint/burn do not update totalSupply. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,Token returning true on failure.
9782,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 582,Missing events,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #582: Missing events caused by transfer() returns no bool. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
