id,category,variant_name,type,pattern,scenario,impact,example
2948,Node desynchronization,Node desynchronization Variant 948,Uncle block poisoning,Incorrect implementation of finality rules,Node desynchronization variant #948: Uncle block poisoning caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
2949,Node desynchronization,Node desynchronization Variant 949,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #949: Invalid block header acceptance caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
2950,Node desynchronization,Node desynchronization Variant 950,Invalid block header acceptance,Incorrect implementation of finality rules,Node desynchronization variant #950: Invalid block header acceptance caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
2951,Node desynchronization,Node desynchronization Variant 951,Incorrect fork-choice logic,Missing check on PoS sync committee,Node desynchronization variant #951: Incorrect fork-choice logic caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
2952,Node desynchronization,Node desynchronization Variant 952,Stale state root,Node updates state before validating block,Node desynchronization variant #952: Stale state root caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
2953,Node desynchronization,Node desynchronization Variant 953,Stale state root,Node updates state before validating block,Node desynchronization variant #953: Stale state root caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2954,Node desynchronization,Node desynchronization Variant 954,Uncle block poisoning,Missing check on PoS sync committee,Node desynchronization variant #954: Uncle block poisoning caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2955,Node desynchronization,Node desynchronization Variant 955,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #955: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2956,Node desynchronization,Node desynchronization Variant 956,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #956: Invalid block header acceptance caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
2957,Node desynchronization,Node desynchronization Variant 957,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #957: Uncle block poisoning caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
2958,Node desynchronization,Node desynchronization Variant 958,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #958: Stale state root caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
2959,Node desynchronization,Node desynchronization Variant 959,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #959: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2960,Node desynchronization,Node desynchronization Variant 960,Invalid block header acceptance,Incorrect implementation of finality rules,Node desynchronization variant #960: Invalid block header acceptance caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
2961,Node desynchronization,Node desynchronization Variant 961,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #961: Stale state root caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
2962,Node desynchronization,Node desynchronization Variant 962,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #962: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
2963,Node desynchronization,Node desynchronization Variant 963,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #963: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
2964,Node desynchronization,Node desynchronization Variant 964,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #964: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
2965,Node desynchronization,Node desynchronization Variant 965,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #965: Uncle block poisoning caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
2966,Node desynchronization,Node desynchronization Variant 966,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #966: Stale state root caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
2967,Node desynchronization,Node desynchronization Variant 967,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #967: Uncle block poisoning caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
2968,Node desynchronization,Node desynchronization Variant 968,Stale state root,Node updates state before validating block,Node desynchronization variant #968: Stale state root caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
2969,Node desynchronization,Node desynchronization Variant 969,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #969: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
2970,Node desynchronization,Node desynchronization Variant 970,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #970: Uncle block poisoning caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
2971,Node desynchronization,Node desynchronization Variant 971,Incorrect fork-choice logic,Missing check on PoS sync committee,Node desynchronization variant #971: Incorrect fork-choice logic caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
2972,Node desynchronization,Node desynchronization Variant 972,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #972: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
2973,Node desynchronization,Node desynchronization Variant 973,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #973: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
2974,Node desynchronization,Node desynchronization Variant 974,Invalid block header acceptance,Incorrect implementation of finality rules,Node desynchronization variant #974: Invalid block header acceptance caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2975,Node desynchronization,Node desynchronization Variant 975,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #975: Stale state root caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2976,Node desynchronization,Node desynchronization Variant 976,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #976: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
2977,Node desynchronization,Node desynchronization Variant 977,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #977: Stale state root caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
2978,Node desynchronization,Node desynchronization Variant 978,Uncle block poisoning,Incorrect implementation of finality rules,Node desynchronization variant #978: Uncle block poisoning caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
2979,Node desynchronization,Node desynchronization Variant 979,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #979: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2980,Node desynchronization,Node desynchronization Variant 980,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #980: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
2981,Node desynchronization,Node desynchronization Variant 981,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #981: Uncle block poisoning caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
2982,Node desynchronization,Node desynchronization Variant 982,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #982: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
2983,Node desynchronization,Node desynchronization Variant 983,Stale state root,Node updates state before validating block,Node desynchronization variant #983: Stale state root caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
2984,Node desynchronization,Node desynchronization Variant 984,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #984: Invalid block header acceptance caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2985,Node desynchronization,Node desynchronization Variant 985,Stale state root,Node updates state before validating block,Node desynchronization variant #985: Stale state root caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
2986,Node desynchronization,Node desynchronization Variant 986,Uncle block poisoning,Missing check on PoS sync committee,Node desynchronization variant #986: Uncle block poisoning caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
2987,Node desynchronization,Node desynchronization Variant 987,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #987: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2988,Node desynchronization,Node desynchronization Variant 988,Uncle block poisoning,Missing check on PoS sync committee,Node desynchronization variant #988: Uncle block poisoning caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
2989,Node desynchronization,Node desynchronization Variant 989,Uncle block poisoning,Missing check on PoS sync committee,Node desynchronization variant #989: Uncle block poisoning caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2990,Node desynchronization,Node desynchronization Variant 990,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #990: Uncle block poisoning caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
2991,Node desynchronization,Node desynchronization Variant 991,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #991: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
2992,Node desynchronization,Node desynchronization Variant 992,Incorrect fork-choice logic,Missing check on PoS sync committee,Node desynchronization variant #992: Incorrect fork-choice logic caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2993,Node desynchronization,Node desynchronization Variant 993,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #993: Invalid block header acceptance caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
2994,Node desynchronization,Node desynchronization Variant 994,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #994: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2995,Node desynchronization,Node desynchronization Variant 995,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #995: Invalid block header acceptance caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
2996,Node desynchronization,Node desynchronization Variant 996,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #996: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
2997,Node desynchronization,Node desynchronization Variant 997,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #997: Stale state root caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
2998,Node desynchronization,Node desynchronization Variant 998,Incorrect fork-choice logic,Missing check on PoS sync committee,Node desynchronization variant #998: Incorrect fork-choice logic caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
2999,Node desynchronization,Node desynchronization Variant 999,Uncle block poisoning,Missing check on PoS sync committee,Node desynchronization variant #999: Uncle block poisoning caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
3000,Node desynchronization,Node desynchronization Variant 1000,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #1000: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3001,Node desynchronization,Node desynchronization Variant 1001,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #1001: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3002,Node desynchronization,Node desynchronization Variant 1002,Invalid block header acceptance,Incorrect implementation of finality rules,Node desynchronization variant #1002: Invalid block header acceptance caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
3003,Node desynchronization,Node desynchronization Variant 1003,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #1003: Invalid block header acceptance caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3004,Node desynchronization,Node desynchronization Variant 1004,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #1004: Stale state root caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3005,Node desynchronization,Node desynchronization Variant 1005,Uncle block poisoning,Missing check on PoS sync committee,Node desynchronization variant #1005: Uncle block poisoning caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3006,Node desynchronization,Node desynchronization Variant 1006,Uncle block poisoning,Incorrect implementation of finality rules,Node desynchronization variant #1006: Uncle block poisoning caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3007,Node desynchronization,Node desynchronization Variant 1007,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #1007: Stale state root caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3008,Node desynchronization,Node desynchronization Variant 1008,Uncle block poisoning,Missing check on PoS sync committee,Node desynchronization variant #1008: Uncle block poisoning caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3009,Node desynchronization,Node desynchronization Variant 1009,Uncle block poisoning,Incorrect implementation of finality rules,Node desynchronization variant #1009: Uncle block poisoning caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
3010,Node desynchronization,Node desynchronization Variant 1010,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #1010: Stale state root caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3011,Node desynchronization,Node desynchronization Variant 1011,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #1011: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3012,Node desynchronization,Node desynchronization Variant 1012,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #1012: Stale state root caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3013,Node desynchronization,Node desynchronization Variant 1013,Uncle block poisoning,Missing check on PoS sync committee,Node desynchronization variant #1013: Uncle block poisoning caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
3014,Node desynchronization,Node desynchronization Variant 1014,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #1014: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3015,Node desynchronization,Node desynchronization Variant 1015,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #1015: Stale state root caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3016,Node desynchronization,Node desynchronization Variant 1016,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #1016: Stale state root caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
3017,Node desynchronization,Node desynchronization Variant 1017,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #1017: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3018,Node desynchronization,Node desynchronization Variant 1018,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #1018: Stale state root caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3019,Node desynchronization,Node desynchronization Variant 1019,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #1019: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3020,Node desynchronization,Node desynchronization Variant 1020,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #1020: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
3021,Node desynchronization,Node desynchronization Variant 1021,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #1021: Stale state root caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3022,Node desynchronization,Node desynchronization Variant 1022,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #1022: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3023,Node desynchronization,Node desynchronization Variant 1023,Stale state root,Node updates state before validating block,Node desynchronization variant #1023: Stale state root caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
3024,Node desynchronization,Node desynchronization Variant 1024,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #1024: Stale state root caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
3025,Node desynchronization,Node desynchronization Variant 1025,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #1025: Invalid block header acceptance caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
3026,Node desynchronization,Node desynchronization Variant 1026,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #1026: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3027,Node desynchronization,Node desynchronization Variant 1027,Stale state root,Missing check on PoS sync committee,Node desynchronization variant #1027: Stale state root caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
3028,Node desynchronization,Node desynchronization Variant 1028,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #1028: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
3029,Node desynchronization,Node desynchronization Variant 1029,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #1029: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3030,Node desynchronization,Node desynchronization Variant 1030,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #1030: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3031,Node desynchronization,Node desynchronization Variant 1031,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #1031: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
3032,Node desynchronization,Node desynchronization Variant 1032,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #1032: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3033,Node desynchronization,Node desynchronization Variant 1033,Incorrect fork-choice logic,Missing check on PoS sync committee,Node desynchronization variant #1033: Incorrect fork-choice logic caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3034,Node desynchronization,Node desynchronization Variant 1034,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #1034: Stale state root caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3035,Node desynchronization,Node desynchronization Variant 1035,Invalid block header acceptance,Incorrect implementation of finality rules,Node desynchronization variant #1035: Invalid block header acceptance caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
3036,Node desynchronization,Node desynchronization Variant 1036,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #1036: Invalid block header acceptance caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3037,Node desynchronization,Node desynchronization Variant 1037,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #1037: Invalid block header acceptance caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3038,Node desynchronization,Node desynchronization Variant 1038,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #1038: Stale state root caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3039,Node desynchronization,Node desynchronization Variant 1039,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #1039: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3040,Node desynchronization,Node desynchronization Variant 1040,Stale state root,Node updates state before validating block,Node desynchronization variant #1040: Stale state root caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
3041,Node desynchronization,Node desynchronization Variant 1041,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #1041: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
3042,Node desynchronization,Node desynchronization Variant 1042,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #1042: Invalid block header acceptance caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3043,Node desynchronization,Node desynchronization Variant 1043,Invalid block header acceptance,Node updates state before validating block,Node desynchronization variant #1043: Invalid block header acceptance caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
3044,Node desynchronization,Node desynchronization Variant 1044,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #1044: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3045,Node desynchronization,Node desynchronization Variant 1045,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #1045: Uncle block poisoning caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
3046,Node desynchronization,Node desynchronization Variant 1046,Incorrect fork-choice logic,Node updates state before validating block,Node desynchronization variant #1046: Incorrect fork-choice logic caused by Node updates state before validating block. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3047,Node desynchronization,Node desynchronization Variant 1047,Incorrect fork-choice logic,Incorrect implementation of finality rules,Node desynchronization variant #1047: Incorrect fork-choice logic caused by Incorrect implementation of finality rules. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3048,Node desynchronization,Node desynchronization Variant 1048,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #1048: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
3049,Node desynchronization,Node desynchronization Variant 1049,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #1049: Uncle block poisoning caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3050,Node desynchronization,Node desynchronization Variant 1050,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #1050: Uncle block poisoning caused by Node updates state before validating block. Exploited to consensus divergence.,Consensus divergence,Desync by sending invalid block header early.
3051,Node desynchronization,Node desynchronization Variant 1051,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #1051: Stale state root caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3052,Node desynchronization,Node desynchronization Variant 1052,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #1052: Stale state root caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,Desync by sending invalid block header early.
3053,Node desynchronization,Node desynchronization Variant 1053,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #1053: Stale state root caused by Incorrect implementation of finality rules. Exploited to consensus divergence.,Consensus divergence,PoS sync committee update processed incorrectly.
3054,Node desynchronization,Node desynchronization Variant 1054,Incorrect fork-choice logic,Missing check on PoS sync committee,Node desynchronization variant #1054: Incorrect fork-choice logic caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,PoS sync committee update processed incorrectly.
3055,Node desynchronization,Node desynchronization Variant 1055,Stale state root,Incorrect implementation of finality rules,Node desynchronization variant #1055: Stale state root caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
3056,Node desynchronization,Node desynchronization Variant 1056,Uncle block poisoning,Missing check on PoS sync committee,Node desynchronization variant #1056: Uncle block poisoning caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3057,Node desynchronization,Node desynchronization Variant 1057,Uncle block poisoning,Node updates state before validating block,Node desynchronization variant #1057: Uncle block poisoning caused by Node updates state before validating block. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
3058,Node desynchronization,Node desynchronization Variant 1058,Invalid block header acceptance,Missing check on PoS sync committee,Node desynchronization variant #1058: Invalid block header acceptance caused by Missing check on PoS sync committee. Exploited to attacker feeds incorrect state.,Attacker feeds incorrect state,Desync by sending invalid block header early.
3059,Node desynchronization,Node desynchronization Variant 1059,Invalid block header acceptance,Incorrect implementation of finality rules,Node desynchronization variant #1059: Invalid block header acceptance caused by Incorrect implementation of finality rules. Exploited to node falls behind chain.,Node falls behind chain,PoS sync committee update processed incorrectly.
